,Unnamed: 0,id_x,sentiment_idx,text_re,polarity_re,polarity_confidence_re,subjectivity_re,subjectivity_confidence_re,Unnamed: 0.1,Unnamed: 0.1.1,contributors,coordinates,coordinates\coordinates,coordinates\type,created_at,display_text_range,entities\hashtags,entities\media,entities\symbols,entities\urls,entities\user_mentions,extended_entities\media,extended_tweet\display_text_range,extended_tweet\entities\hashtags,extended_tweet\entities\media,extended_tweet\entities\symbols,extended_tweet\entities\urls,extended_tweet\entities\user_mentions,extended_tweet\extended_entities\media,extended_tweet\full_text,favorite_count,favorited,filter_level,geo,geo\coordinates,geo\type,id_y,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,matching_rules,place,place\bounding_box\coordinates,place\bounding_box\type,place\country,place\country_code,place\full_name,place\id,place\name,place\place_type,place\url,possibly_sensitive,quote_count,quoted_status\contributors,quoted_status\coordinates,quoted_status\created_at,quoted_status\display_text_range,quoted_status\entities\hashtags,quoted_status\entities\media,quoted_status\entities\symbols,quoted_status\entities\urls,quoted_status\entities\user_mentions,quoted_status\extended_entities\media,quoted_status\extended_tweet\display_text_range,quoted_status\extended_tweet\entities\hashtags,quoted_status\extended_tweet\entities\media,quoted_status\extended_tweet\entities\symbols,quoted_status\extended_tweet\entities\urls,quoted_status\extended_tweet\entities\user_mentions,quoted_status\extended_tweet\extended_entities\media,quoted_status\extended_tweet\full_text,quoted_status\favorite_count,quoted_status\favorited,quoted_status\filter_level,quoted_status\geo,quoted_status\id,quoted_status\id_str,quoted_status\in_reply_to_screen_name,quoted_status\in_reply_to_status_id,quoted_status\in_reply_to_status_id_str,quoted_status\in_reply_to_user_id,quoted_status\in_reply_to_user_id_str,quoted_status\is_quote_status,quoted_status\lang,quoted_status\place,quoted_status\place\bounding_box\coordinates,quoted_status\place\bounding_box\type,quoted_status\place\country,quoted_status\place\country_code,quoted_status\place\full_name,quoted_status\place\id,quoted_status\place\name,quoted_status\place\place_type,quoted_status\place\url,quoted_status\possibly_sensitive,quoted_status\quote_count,quoted_status\quoted_status_id,quoted_status\quoted_status_id_str,quoted_status\reply_count,quoted_status\retweet_count,quoted_status\retweeted,quoted_status\scopes\followers,quoted_status\source,quoted_status\text,quoted_status\truncated,quoted_status\user\contributors_enabled,quoted_status\user\created_at,quoted_status\user\default_profile,quoted_status\user\default_profile_image,quoted_status\user\description,quoted_status\user\favourites_count,quoted_status\user\follow_request_sent,quoted_status\user\followers_count,quoted_status\user\following,quoted_status\user\friends_count,quoted_status\user\geo_enabled,quoted_status\user\id,quoted_status\user\id_str,quoted_status\user\is_translator,quoted_status\user\lang,quoted_status\user\listed_count,quoted_status\user\location,quoted_status\user\name,quoted_status\user\notifications,quoted_status\user\profile_background_color,quoted_status\user\profile_background_image_url,quoted_status\user\profile_background_image_url_https,quoted_status\user\profile_background_tile,quoted_status\user\profile_banner_url,quoted_status\user\profile_image_url,quoted_status\user\profile_image_url_https,quoted_status\user\profile_link_color,quoted_status\user\profile_sidebar_border_color,quoted_status\user\profile_sidebar_fill_color,quoted_status\user\profile_text_color,quoted_status\user\profile_use_background_image,quoted_status\user\protected,quoted_status\user\screen_name,quoted_status\user\statuses_count,quoted_status\user\time_zone,quoted_status\user\translator_type,quoted_status\user\url,quoted_status\user\utc_offset,quoted_status\user\verified,quoted_status_id,quoted_status_id_str,quoted_status_permalink\display,quoted_status_permalink\expanded,quoted_status_permalink\url,reply_count,retweet_count,retweeted,source,text,truncated,user\contributors_enabled,user\created_at,user\default_profile,user\default_profile_image,user\description,user\favourites_count,user\follow_request_sent,user\followers_count,user\following,user\friends_count,user\geo_enabled,user\id,user\id_str,user\is_translator,user\lang,user\listed_count,user\location,user\name,user\notifications,user\profile_background_color,user\profile_background_image_url,user\profile_background_image_url_https,user\profile_background_tile,user\profile_banner_url,user\profile_image_url,user\profile_image_url_https,user\profile_link_color,user\profile_sidebar_border_color,user\profile_sidebar_fill_color,user\profile_text_color,user\profile_use_background_image,user\protected,user\screen_name,user\statuses_count,user\time_zone,user\translator_type,user\url,user\utc_offset,user\verified
224,224,8.9883E+17,285,train delay because of heavy heavy heavy thunderstorm https://t.co/sritgbh900,neutral,0.797634602,subjective,0.839083764,243,0,,,,,Sat Aug 19 08:50:44 +0000 2017,"[0, 53]",[],,[],"[{'url': 'https://t.co/sriTGbH900', 'expanded_url': 'https://twitter.com/tokyu_official/status/898829144380669952', 'display_url': 'twitter.com/tokyu_official…', 'indices': [54, 77]}]",[],,,,,,,,,,0,FALSE,low,,,,8.9883E+17,8.9883E+17,,,,,,TRUE,en,[{'tag': None}],,"[[[103.817833, 1.334355], [103.817833, 1.432041], [103.931418, 1.432041], [103.931418, 1.334355]]]",Polygon,Singapore,SG,"North-East Region, Singapore",5f1f473ed6455f55,North-East Region,admin,https://api.twitter.com/1.1/geo/id/5f1f473ed6455f55.json,FALSE,0,,,Sat Aug 19 08:49:02 +0000 2017,,[],,[],"[{'url': 'https://t.co/JjrJdCLZms', 'expanded_url': 'http://goo.gl/cEkhi', 'display_url': 'goo.gl/cEkhi', 'indices': [95, 118]}]",[],,,,,,,,,,33,FALSE,low,,8.99E+17,8.99E+17,,,,,,FALSE,ja,,,,,,,,,,,FALSE,0,,,1,87,FALSE,,"<a href=""http://www.tokyu.co.jp/"" rel=""nofollow"">tokyu_offcial</a>",【2017年08月19日 17時47分】目黒線・大井町線は、17時27分頃、荒天の影響により、遅れが発生しています。振替輸送を実施しています。ご迷惑をおかけいたします。お詫び申し上げます。 https://t.co/JjrJdCLZms,FALSE,FALSE,Wed Feb 20 07:55:43 +0000 2013,TRUE,FALSE,"東急電鉄公式運行情報です。
東急線の運行に１５分以上の遅れ・運転見合わせが発生または見込まれる場合に、運行情報をお知らせします。また平常運行している場合でも、毎日７時と１７時に運行情報をお知らせします。最新情報を更新していますが、実際の運行状況と異なる場合があります。あらかじめご了承ください。",0,,538755,,0,FALSE,1199983754,1199983754,FALSE,ja,2375,,東急線運行情報【公式】,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,,http://pbs.twimg.com/profile_images/1064429309002010624/HG-mQdu0_normal.jpg,https://pbs.twimg.com/profile_images/1064429309002010624/HG-mQdu0_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,tokyu_official,8680,,none,http://www.tokyu.co.jp/,,TRUE,8.99E+17,8.99E+17,twitter.com/tokyu_official…,https://twitter.com/tokyu_official/status/898829144380669952,https://t.co/sriTGbH900,0,0,FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Train delay because of heavy heavy heavy thunderstorm https://t.co/sriTGbH900,FALSE,FALSE,Fri Sep 24 16:24:46 +0000 2010,FALSE,FALSE,"写真愛好家｜東京都内でソフトウェアエンジニアをやってます 。
I am a figment of your imagination.
全速前進！ヨーソロー！！

無言フォロー申し訳ありません。気軽くフォローバックしてください。",2519,,414,,1571,TRUE,194632356,194632356,FALSE,en,16,"東京, 도쿄, Tokyo",Dr. David Sherman,,161717,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/194632356/1543195718,http://pbs.twimg.com/profile_images/1066865797652463616/oBMMW6vu_normal.jpg,https://pbs.twimg.com/profile_images/1066865797652463616/oBMMW6vu_normal.jpg,0,0,95E8EC,3C3940,TRUE,FALSE,Dr. David Sherman,107844,,none,https://conversationalbliss.wordpress.com,,FALSE
225,225,8.98742E+17,286,when going home only will have train fault all cunt,negative,0.997349977,subjective,0.978737806,244,0,,,,,Sat Aug 19 03:02:28 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.98742E+17,8.98742E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When going home only will have train fault all cb,FALSE,FALSE,Fri Dec 03 15:03:38 +0000 2010,FALSE,FALSE,🇸🇬|24,6773,,525,,1035,TRUE,222480679,222480679,FALSE,en,1,Singapore ;,Mindy Logan,,05040B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/222480679/1544179933,http://pbs.twimg.com/profile_images/1072732813386899457/SCbSHLiE_normal.jpg,https://pbs.twimg.com/profile_images/1072732813386899457/SCbSHLiE_normal.jpg,0E849D,FFFFFF,30108,29B5A5,TRUE,FALSE,Mindy Logan,39570,,none,,,FALSE
226,226,8.98428E+17,287,"it's 2pm and there's a train delay . get your shit together smrt, you money sucking leech",negative,0.991017342,subjective,1,245,0,,,,,Fri Aug 18 06:14:53 +0000 2017,,[],,[],[],[],,,,,,,,,,11,FALSE,low,,,,8.98428E+17,8.98428E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","it's 2pm and there's a train delay . Get your shit together SMRT, you money sucking leech",FALSE,FALSE,Fri Mar 12 07:36:54 +0000 2010,FALSE,FALSE,"All I have in this world is my balls and my word, and I don't break them for no one | Manchester United 🔴 |",6305,,705,,458,TRUE,122302074,122302074,FALSE,en,9,Westside,Melissa Robinson,,120F10,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/122302074/1517943137,http://pbs.twimg.com/profile_images/922818448182276097/90wpdebB_normal.jpg,https://pbs.twimg.com/profile_images/922818448182276097/90wpdebB_normal.jpg,36FA0F,0,DDEEF6,333333,TRUE,FALSE,Melissa Robinson,115884,,none,http://Instagram.com/aryan.kid,,FALSE
227,227,8.98351E+17,288,m glad i stayed in camp last night. heard that mrt this morning was a total bitch. i wld have been so late!,negative,0.749564946,subjective,0.998962805,246,0,,,,,Fri Aug 18 01:08:53 +0000 2017,,[],,[],[],[],,,,,,,,,,1,FALSE,low,,,,8.98351E+17,8.98351E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",M glad i stayed in camp last night. Heard that MRT this morning was a total bitch. I wld have been so late!,FALSE,FALSE,Thu Aug 23 11:49:37 +0000 2012,FALSE,FALSE,Typical gay boy next door.,608,,871,,409,TRUE,775793330,775793330,FALSE,en,8,,John Bates,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/775793330/1533056950,http://pbs.twimg.com/profile_images/1024821357765308416/4IiFzJgk_normal.jpg,https://pbs.twimg.com/profile_images/1024821357765308416/4IiFzJgk_normal.jpg,0084B4,C0DEED,DDEEF6,333333,TRUE,FALSE,John Bates,29065,,none,https://sayat.me/enzotica,,FALSE
228,228,8.98348E+17,289,"due to train fault in me inserted: confused_face:

i miss the shuttle: slightly_frowning_face:

jurong island life pa more



#aldubloveforlife",negative,0.62977463,subjective,1,247,0,,,,,Fri Aug 18 00:58:37 +0000 2017,,"[{'text': 'ALDUBLoveForLife', 'indices': [91, 108]}]",,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.98348E+17,8.98348E+17,,,,,,FALSE,tl,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Due to train fault di me nakapasok😕 
Naiwan na ako ng shuttle🙁
Jurong Island life pa more

#ALDUBLoveForLife",FALSE,FALSE,Fri Jan 16 09:15:46 +0000 2015,TRUE,FALSE,a day without smile is a day wasted 😊,11147,,498,,608,TRUE,2985430345,2985430345,FALSE,en,3,Merlion City,Mr. Adrian Anderson,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2985430345/1538973467,http://pbs.twimg.com/profile_images/1049156860593336320/Q3_nBPVK_normal.jpg,https://pbs.twimg.com/profile_images/1049156860593336320/Q3_nBPVK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,Mr. Adrian Anderson,28373,,none,,,FALSE
229,229,8.98339E+17,290,train fault again!,negative,0.74538213,objective,0.950406646,248,0,,,,,Fri Aug 18 00:21:47 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.98339E+17,8.98339E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Train fault again!,FALSE,FALSE,Sun Jul 01 10:23:19 +0000 2012,FALSE,FALSE,,903,,56,,399,TRUE,623623843,623623843,FALSE,en,0,Singapura,Paul Becker,,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/623623843/1446309649,http://pbs.twimg.com/profile_images/542315784848949248/Kttaegmd_normal.jpeg,https://pbs.twimg.com/profile_images/542315784848949248/Kttaegmd_normal.jpeg,F5ABB5,181A1E,252429,666666,TRUE,FALSE,Paul Becker,355,,none,,,FALSE
230,230,8.98326E+17,291,fuck la train delay delay cunt,negative,0.429720491,unknown,0,249,0,,,,,Thu Aug 17 23:31:34 +0000 2017,,[],,[],[],[],,,,,,,,,,2,FALSE,low,,,,8.98326E+17,8.98326E+17,,,,,,FALSE,in,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fk la train delay delay cb,FALSE,FALSE,Tue Jun 05 00:20:04 +0000 2012,FALSE,FALSE,thankful,23155,,2016,,1206,TRUE,599682346,599682346,FALSE,en,9,👻 afiqa_natasya,Wendy Salazar,,F558C1,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/599682346/1506435500,http://pbs.twimg.com/profile_images/1074617098624593922/aIXbl2S__normal.jpg,https://pbs.twimg.com/profile_images/1074617098624593922/aIXbl2S__normal.jpg,E81C4F,0,7AC3EE,3D1957,TRUE,FALSE,Wendy Salazar,93381,,none,http://Instagram.com/afiqanatasya_,,FALSE
231,231,8.98326E+17,292,insanity is a train breakdown on an exam week. do not please. :(,negative,0.819115102,subjective,0.629117508,250,0,,,,,Thu Aug 17 23:29:04 +0000 2017,,[],,[],[],[],,,,,,,,,,1,FALSE,low,,,,8.98326E+17,8.98326E+17,,,,,,FALSE,in,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seram gila lah kalau train breakdown on an exam week. Jgn pls. :(,FALSE,FALSE,Thu Jun 23 06:42:08 +0000 2011,FALSE,FALSE,Singaporean. Ayman Al Iman. NYPxZuhri. Pusaka Seni. Betara Karisma. NYPMSN. طلب العلم,22168,,1011,,1715,TRUE,322467072,322467072,FALSE,en,7,Instagram: muhdhafiyyan,Patricia Williams,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/322467072/1524413332,http://pbs.twimg.com/profile_images/1065090846440091648/yoLYXLpT_normal.jpg,https://pbs.twimg.com/profile_images/1065090846440091648/yoLYXLpT_normal.jpg,FAB81E,FFFFFF,DDEEF6,333333,TRUE,FALSE,Patricia Williams,37366,,none,,,FALSE
232,232,8.98324E+17,293,i got to board this south bound train. the next one is 5 mins. anywhere signal fault continues with more travelling time. #smrt #singapore,negative,0.968613207,objective,1,251,0,,,,,Thu Aug 17 23:22:15 +0000 2017,,"[{'text': 'smrt', 'indices': [122, 127]}, {'text': 'Singapore', 'indices': [128, 138]}]",,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.98324E+17,8.98324E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.696412, 1.336365], [103.696412, 1.47224], [103.866068, 1.47224], [103.866068, 1.336365]]]",Polygon,Singapore,SG,"North Region, Singapore",14d9532bd696d8cb,North Region,admin,https://api.twitter.com/1.1/geo/id/14d9532bd696d8cb.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I got to board this south bound train. The next one is 5 mins. Anywhere signal fault continues with more travelling time. #smrt #Singapore,FALSE,FALSE,Mon Jul 07 10:23:39 +0000 2008,FALSE,FALSE,A healthcare engineer in the day and helping u to change your life through technology.,11,,1498,,1703,TRUE,15340605,15340605,FALSE,en,24,"1.300499,103.856424",Rebecca Stout,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/15340605/1454195983,http://pbs.twimg.com/profile_images/693575497209360384/WQ7pySmZ_normal.jpg,https://pbs.twimg.com/profile_images/693575497209360384/WQ7pySmZ_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,TRUE,FALSE,Rebecca Stout,10501,,none,http://www.richardjang.com,,FALSE
233,233,8.98324E+17,294,it's gone if the 45-hour train delay,negative,0.829318404,subjective,1,252,0,,,,,Thu Aug 17 23:20:02 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.98324E+17,8.98324E+17,,,,,,FALSE,in,[{'tag': None}],,"[[[103.696412, 1.336365], [103.696412, 1.47224], [103.866068, 1.47224], [103.866068, 1.336365]]]",Polygon,Singapore,SG,"North Region, Singapore",14d9532bd696d8cb,North Region,admin,https://api.twitter.com/1.1/geo/id/14d9532bd696d8cb.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",habis kalau train delay 45 macam mana,FALSE,FALSE,Mon Nov 16 08:20:22 +0000 2015,FALSE,FALSE,,1900,,367,,281,TRUE,4254721399,4254721399,FALSE,en,0,,Kathy Baker,,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/4254721399/1544739348,http://pbs.twimg.com/profile_images/1073340731257806848/ewlyF8mH_normal.jpg,https://pbs.twimg.com/profile_images/1073340731257806848/ewlyF8mH_normal.jpg,0,0,0,0,TRUE,FALSE,Kathy Baker,13565,,none,,,FALSE
234,234,8.98323E+17,295,help train delay:loudly_crying_face::weary_face: ughhhh,negative,0.988041043,objective,0.999491325,253,0,,,,,Thu Aug 17 23:17:37 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.98323E+17,8.98323E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.696412, 1.336365], [103.696412, 1.47224], [103.866068, 1.47224], [103.866068, 1.336365]]]",Polygon,Singapore,SG,"North Region, Singapore",14d9532bd696d8cb,North Region,admin,https://api.twitter.com/1.1/geo/id/14d9532bd696d8cb.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HELP train delay😭😩 ughhhh,FALSE,FALSE,Fri Dec 27 13:44:42 +0000 2013,FALSE,FALSE,18 | West Pastry | Hustle Demi Hasil |,23443,,312,,270,TRUE,2264375965,2264375965,FALSE,en,5,Singapore,Donna Sharp,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2264375965/1539525931,http://pbs.twimg.com/profile_images/1073391747772735488/LZlEQKbR_normal.jpg,https://pbs.twimg.com/profile_images/1073391747772735488/LZlEQKbR_normal.jpg,981CEB,C0DEED,DDEEF6,333333,TRUE,FALSE,Donna Sharp,25215,,none,,,FALSE
235,235,8.9832E+17,296,"train fault heading to newton

abe bus jam kat cte: downcast_face_with_sweat :: downcast_face_with_sweat:",negative,0.543935418,subjective,1,254,0,,,,,Thu Aug 17 23:03:54 +0000 2017,,[],,[],[],[],,,,,,,,,,1,FALSE,low,,,,8.9832E+17,8.9832E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","train fault sembawang to newton
abe bus jam kat cte 😓😓",FALSE,FALSE,Sun Jan 27 06:24:52 +0000 2013,FALSE,FALSE,._.,31003,,510,,240,TRUE,1124149290,1124149290,FALSE,en,15,"Cairo, Egypt",Scott Cruz,,0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/1124149290/1541535688,http://pbs.twimg.com/profile_images/1041435349610889216/_7Z2Mfdo_normal.jpg,https://pbs.twimg.com/profile_images/1041435349610889216/_7Z2Mfdo_normal.jpg,F55454,0,DDEEF6,333333,TRUE,FALSE,Scott Cruz,111554,,none,,,FALSE
236,236,8.98169E+17,297,the only good thing that has come out of the train breakdown is that i  watched @rtfeldman :clapping_hands: @elmlang talk https://t.co/tppfuvfv0f entirely,neutral,0.39423129,subjective,0.999976987,255,0,,,,,Thu Aug 17 13:07:09 +0000 2017,,[],,[],"[{'url': 'https://t.co/TppFUvfv0F', 'expanded_url': 'https://m.youtube.com/watch?v=DoA4Txr4GUs', 'display_url': 'm.youtube.com/watch?v=DoA4Tx…', 'indices': [107, 130]}]","[{'screen_name': 'rtfeldman', 'name': 'Richard Feldman', 'id': 16098129, 'id_str': '16098129', 'indices': [80, 90]}, {'screen_name': 'elmlang', 'name': 'Elm', 'id': 2313623570, 'id_str': '2313623570', 'indices': [93, 101]}]",,,,,,,,,,20,FALSE,low,,,,8.98169E+17,8.98169E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.696412, 1.336365], [103.696412, 1.47224], [103.866068, 1.47224], [103.866068, 1.336365]]]",Polygon,Singapore,SG,"North Region, Singapore",14d9532bd696d8cb,North Region,admin,https://api.twitter.com/1.1/geo/id/14d9532bd696d8cb.json,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The only good thing that has come out of the train breakdown is that I  watched @rtfeldman 👏 @elmlang talk https://t.co/TppFUvfv0F entirely,FALSE,FALSE,Wed Jul 08 16:44:29 +0000 2009,FALSE,FALSE,"Author of The Little Elixir & OTP Guidebook & Mastering Ruby Closures | Works at @easy_mile. Previously [@pivotallabs, @neoinnovate]. I own too many books.",7511,,2241,,679,TRUE,54950832,54950832,FALSE,en,155,Singapore,Jermaine Robinson,,E5B2FF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/54950832/1400654608,http://pbs.twimg.com/profile_images/2545563040/idqc6w7fj9ju5io823z1_normal.jpeg,https://pbs.twimg.com/profile_images/2545563040/idqc6w7fj9ju5io823z1_normal.jpeg,0,FAF9FF,121414,2E9C57,TRUE,FALSE,Jermaine Robinson,9623,,none,http://benjamintan.io/,,FALSE
